사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일자
(주)제이웰그린,방문판매업,20190930,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 아라일동 ***번지 *호,제주특별자치도 제주시 제주대학로 ** (아라일동),63243.0,2020-06-04 02:40:00
윤선생 영어교실,방문판매업,20191224,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한경면 저지리 ****번지,"제주특별자치도 제주시 한경면 연명로 ***-*, ***호",63005.0,2021-09-02 02:40:00
주름펴는손 인셀덤울진점,방문판매업,20200210,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도일동 ****번지 *호 광양미화연립주택,"제주특별자치도 제주시 서광로**길 **, *층 ***호 (이도일동, 광양미화연립주택)",63198.0,2020-07-30 02:40:00
꿈의 인셀덤,방문판매업,20200129,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ***번지 **호,"제주특별자치도 제주시 신광로 **, **층 ****호 (연동)",63132.0,2020-06-05 02:40:00
린다컴온,방문판매업,20230324,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 외도일동 ***-* 좋은하루빌,"제주특별자치도 제주시 우정로*길 **-*, ***호 (외도일동, 좋은하루빌)",63070.0,2025-04-09 02:40:00
제주남부가온지사,방문판매업,20201030,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 **** 전원파크맨션,"제주특별자치도 제주시 신성로**길 **, *층 ***호 (이도이동, 전원파크맨션)",63206.0,2024-03-27 02:40:00
이설희 코스메틱,방문판매업,20220926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 이도이동 ****-*,"제주특별자치도 제주시 구남동*길 **, ***호 (이도이동)",63231.0,2023-12-06 02:40:00
임지선 코스메틱,방문판매업,20220926,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 애월읍 하귀*리 ***-* 파스텔빌리지,"제주특별자치도 제주시 애월읍 하광로 ***, ***동 ***호 (파스텔빌리지)",63059.0,2023-12-06 02:40:00
제주쏠베라,방문판매업,20210330,,취소/말소/만료/정지/중지,,,,,,,"제주특별자치도 제주시 애월읍 하귀*길 **, ***동 ****호 (제주하귀휴먼시아*단지)",63054.0,2023-05-26 08:48:36
바다닥터 제주한라,방문판매업,20220801,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 연동 ****-* 연동 엘리시아 아파트,"제주특별자치도 제주시 도령로**길 *, *층 (연동, 연동 엘리시아 아파트)",63126.0,2024-03-29 02:40:00
한라명품관,방문판매업,20090420,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 한림읍 한림리 ****번지 *호,제주특별자치도 제주시 한림읍 한림중앙로 **,,2018-08-31 23:59:59
주식회사 글로벌탑익스체인지,방문판매업,20181212,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 아라일동 ****번지 *호 아라지엘지 *층 B-**호,"제주특별자치도 제주시 아란*길 **-*, 아라지엘지 *층 B-**호 (아라일동)",63237.0,2019-05-15 02:40:00
주식회사 디에이치골프멤버쉽,방문판매업,20231026,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 제주시 노형동 ***-*,"제주특별자치도 제주시 원노형남*길 **, *층 ***호 (노형동)",63082.0,2025-07-12 02:40:00
서귀포마임대천지사,방문판매업,20190313,,영업/정상,,,,,,제주특별자치도 서귀포시 월평동 ***,제주특별자치도 서귀포시 월평로 **-*(월평동),63562.0,2021-10-10 02:40:00
현대서귀중앙 판매대리점,방문판매업,19991213,,영업/정상,,,,,,제주특별자치도 서귀포시 토평동 ***번지 *호,제주특별자치도 서귀포시 일주동로 **** (토평동),63598.0,2020-04-19 02:40:00
현대제주성산 판매대리점,방문판매업,19991209,,영업/정상,,,,,,성산읍 고성리 ****-**,제주특별자치도 서귀포시 성산읍 일주동로 ****,699901.0,2018-08-31 23:59:59
안덕농업협동조합,방문판매업,20171123,,영업/정상,,,,,,제주특별자치도 서귀포시 안덕면 화순리 ****번지 *호 안덕농협,제주특별자치도 서귀포시 안덕면 화순로 ***,63530.0,2018-08-31 23:59:59
중문농수산영농조합법인,방문판매업,20130313,,영업/정상,,,,,,제주특별자치도 서귀포시 색달동 ****번지 *호,제주특별자치도 서귀포시 천제연로 ** (색달동),697807.0,2018-08-31 23:59:59
중문농업협동조합,방문판매업,20171121,,영업/정상,,,,,,제주특별자치도 서귀포시 중문동 ****번지 중문농협,제주특별자치도 서귀포시 천제연로 *** (중문동),63545.0,2018-08-31 23:59:59
표선농업협동조합,방문판매업,20180704,,영업/정상,,,,,,제주특별자치도 서귀포시 표선면 표선리 ***,제주특별자치도 서귀포시 표선면 표선동서로 ***,63629.0,2025-08-23 02:40:00
삼화통신(주),방문판매업,20170206,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,"제주특별자치도 서귀포시 중앙로 ** (서귀동, SK텔레콤)",63591.0,2018-08-31 23:59:59
남양유업서귀포가정대리점,방문판매업,20170626,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ****번지 서귀포공사,"제주특별자치도 서귀포시 중산간동로 ****, 서귀포공사 (동홍동)",63586.0,2018-08-31 23:59:59
서귀포시축산업협동조합,방문판매업,20171116,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호,제주특별자치도 서귀포시 일주동로 **** (동홍동),63587.0,2019-06-27 02:40:00
성산일출봉농업협동조합,방문판매업,20171121,,영업/정상,,,,,,제주특별자치도 서귀포시 성산읍 고성리 ****번지 *호 성산일출봉농협 하나로마트,제주특별자치도 서귀포시 성산읍 일주동로 ****,63641.0,2025-04-09 02:40:00
제주감귤농업협동조합,방문판매업,20171121,,영업/정상,,,,,,제주특별자치도 서귀포시 강정동 ***번지 제주감귤농협,제주특별자치도 서귀포시 신중로 ** (강정동),63566.0,2019-05-19 02:40:00
주식회사 수림,방문판매업,20180222,,영업/정상,,,,,,제주특별자치도 서귀포시 중문동 ****번지 탑스빌,"제주특별자치도 서귀포시 천제연로***번길 **-**, *층 ***호 (중문동, 탑스빌)",63546.0,2018-08-31 23:59:59
윤선생영어교실,방문판매업,20180518,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호,제주특별자치도 서귀포시 문부로 * (동홍동),63589.0,2020-04-08 02:40:00
헬렌스킨케어,방문판매업,20220316,,영업/정상,,,,,,제주특별자치도 서귀포시 대정읍 상모리 ****-*,제주특별자치도 서귀포시 대정읍 상모로 ***,63510.0,2022-11-02 02:40:00
아이쿡뉴레파의료기,방문판매업,20220318,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 ***-**,제주특별자치도 서귀포시 중앙로 **(서귀동),63591.0,2022-03-20 00:22:35
현대제주신화판매대리점,방문판매업,20240524,,영업/정상,,,,,,,제주특별자치도 서귀포시 안덕면 신화역사로 ***,63523.0,2024-05-29 00:14:27
마임 서귀포 대정지사,방문판매업,20230303,,영업/정상,,,,,,제주특별자치도 서귀포시 대정읍 하모리 ****-**,"제주특별자치도 서귀포시 대정읍 하모중앙로**번길 **, ***호",63507.0,2023-03-08 00:41:12
마임,방문판매업,20230314,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ****-*,제주특별자치도 서귀포시 중산간동로****번길 *(동홍동),63586.0,2023-03-16 00:41:27
와이제이 다온 모슬포점,방문판매업,20221101,,영업/정상,,,,20230220.0,,제주특별자치도 서귀포시 대정읍 하모리 ****-**,"제주특별자치도 서귀포시 대정읍 동일하모로 ***, 지하*층",63508.0,2024-12-18 02:40:00
행복샵,방문판매업,20230220,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***-*,"제주특별자치도 서귀포시 동홍북로 **-**, B동 ***호 (동홍동)",63586.0,2023-02-22 00:41:12
세원통신,방문판매업,20210909,,영업/정상,,,,,,제주특별자치도 서귀포시 강정동 ***-*,"제주특별자치도 서귀포시 월드컵로 *, ***-*호 (강정동)",63560.0,2023-04-20 02:40:00
세원H&C,방문판매업,20210909,,영업/정상,,,,,,제주특별자치도 서귀포시 법환동 ***-*,"제주특별자치도 서귀포시 이어도로 ***, *층 (법환동)",63573.0,2021-09-11 00:22:49
해피안힐링센터 제주지점,방문판매업,20130924,,영업/정상,,,,20170705.0,,제주특별자치도 서귀포시 대정읍 하모리 ***-*,"제주특별자치도 서귀포시 대정읍 신영로 ***-*, *층",63510.0,2025-05-30 02:40:00
코웨이 제주월드 대리점,방문판매업,20220913,,영업/정상,,,,,,제주특별자치도 서귀포시 토평동 ****-*,"제주특별자치도 서귀포시 토평로**번길 **, ***호 (토평동)",63604.0,2023-09-13 02:40:00
남양유업 서귀포대리점,방문판매업,20250416,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***-*,제주특별자치도 서귀포시 동홍중앙로 **-* (동홍동),63587.0,2025-04-19 00:10:02
매일유업 서귀포DS 가정대리점,방문판매업,20250416,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***-*,제주특별자치도 서귀포시 동홍중앙로 **-* (동홍동),63587.0,2025-04-19 00:10:02
매일유업서귀포DS가정대리점,방문판매업,20220721,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***-*,"제주특별자치도 서귀포시 태평로***번길 **-*, *층 (동홍동)",63589.0,2022-07-23 00:22:29
하보,방문판매업,20220803,,영업/정상,,,,,,제주특별자치도 서귀포시 서홍동 ****-**,제주특별자치도 서귀포시 중산간동로 ****-**(서홍동),63578.0,2022-08-05 00:22:28
연세우유 서귀포대리점,방문판매업,20180904,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 현대세탁,"제주특별자치도 서귀포시 동홍남로 **, 현대세탁 (동홍동)",63587.0,2018-10-09 15:19:31
매일유업서부DS가정대리점,방문판매업,20181203,,영업/정상,,,,,,제주특별자치도 서귀포시 대정읍 인성리 ***번지 *호,제주특별자치도 서귀포시 대정읍 추사로 **,63520.0,2018-12-05 02:20:07
현대제주표선판매대리점,방문판매업,20241219,,영업/정상,,,,,,제주특별자치도 서귀포시 표선면 토산리 ***-*,제주특별자치도 서귀포시 표선면 일주동로 ****,63626.0,2024-12-21 00:11:33
에스엠스카이,방문판매업,20250115,,영업/정상,,,,,,제주특별자치도 서귀포시 서호동 ***,"제주특별자치도 서귀포시 중산간동로 ****, ***호 (서호동)",63569.0,2025-01-18 00:11:10
건국우유.햄 서귀포대리점,방문판매업,20190211,,폐업,20240201.0,,,,,,"제주특별자치도 서귀포시 동홍서로 **, *층 (동홍동)",63589.0,2024-02-03 02:40:00
마임광장지사,방문판매업,20190225,,폐업,20230328.0,,,,,제주특별자치도 서귀포시 서홍동 ***번지 **호,제주특별자치도 서귀포시 일주동로 **** (서홍동),63584.0,2023-03-30 02:40:00
마임서귀포중부지사,방문판매업,20190222,,폐업,20241223.0,,,,,제주특별자치도 서귀포시 서홍동 ***-**,"제주특별자치도 서귀포시 일주동로 ****, *층 (서홍동)",63584.0,2024-12-25 02:40:00
마임 서귀동부지사,방문판매업,20011101,,폐업,20100917.0,,,,,서귀포시 서홍동 ***-**,,,2018-08-31 23:59:59
윤선생영어 서귀포센터,방문판매업,20011227,,폐업,20180514.0,,,,,제주특별자치도 서귀포시 강정동 ***번지 *호,"제주특별자치도 서귀포시 대청로 **, *층 ***호 (강정동, 블루빌딩)",63559.0,2018-08-31 23:59:59
태평양서귀포 특약점,방문판매업,20041022,,폐업,20130913.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 중앙로**번길 ** (서귀동),,2018-08-31 23:59:59
아모레남제주 특약점,방문판매업,20041208,,폐업,20130913.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 중정로 *** (서귀동),697842.0,2018-08-31 23:59:59
르노삼성자동차 서귀포대리점,방문판매업,20051024,,폐업,20151030.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호,제주특별자치도 서귀포시 일주동로 **** (동홍동),697835.0,2018-08-31 23:59:59
J&J 인터내셔널,방문판매업,20060316,,폐업,20090618.0,,,,,남원읍 태흥 *,,,2018-08-31 23:59:59
삼성메디칼,방문판매업,20080930,,폐업,20090618.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호 태성빌딩 *층,"제주특별자치도 서귀포시 동문로 ** (서귀동,태성빌딩 *층)",,2018-08-31 23:59:59
(주)동부레져,방문판매업,20081103,,폐업,20131001.0,,,,,제주특별자치도 서귀포시 표선면 성읍리 ****번지,제주특별자치도 서귀포시 표선면 번영로 ****,,2018-08-31 23:59:59
아모레성산특약점,방문판매업,20090520,,폐업,20110719.0,,,,,제주특별자치도 서귀포시 성산읍 고성리 ****번지 *호,제주특별자치도 서귀포시 성산읍 고성오조로 **,,2018-08-31 23:59:59
삼우에너지,방문판매업,20090520,,폐업,20100915.0,,,,,제주특별자치도 서귀포시 동홍동 ****번지 *호 *통 *반,,,2018-08-31 23:59:59
(주)청인팜 제주 서귀포 대리점,방문판매업,20101130,,폐업,20120223.0,,,,,제주특별자치도 서귀포시 대정읍 하모리 ****번지 *호,제주특별자치도 서귀포시 대정읍 하모이삼로**번길 **,,2018-08-31 23:59:59
윤선생영어숲대정어학원,방문판매업,20101220,,폐업,20140120.0,,,,,제주특별자치도 서귀포시 대정읍 하모리 ***번지 *호 *층,제주특별자치도 서귀포시 대정읍 신영로 ***-* (*층),,2018-08-31 23:59:59
마임광장지사,방문판매업,20110302,,폐업,20130801.0,,,,,제주특별자치도 서귀포시 서홍동 ***번지 **호,제주특별자치도 서귀포시 일주동로 **** (서홍동),,2018-08-31 23:59:59
신인상사,방문판매업,20130321,,폐업,20130820.0,,,,,,제주특별자치도 서귀포시 중앙로 ** (서귀동),697842.0,2018-08-31 23:59:59
한국야쿠르트 서귀포점,방문판매업,20130830,,폐업,20150520.0,,,,,,제주특별자치도 서귀포시 중동로**번길 * (서귀동),697843.0,2018-08-31 23:59:59
(주)로제트 남원점,방문판매업,20131029,,폐업,20150202.0,,,,,제주특별자치도 서귀포시 남원읍 남원리 ***번지 *호,"제주특별자치도 서귀포시 남원읍 태위로 ***, *층",699941.0,2018-08-31 23:59:59
제주이수만남,방문판매업,20171211,,폐업,20180611.0,,,,,제주특별자치도 서귀포시 대정읍 보성리 ****번지 **호,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 ***, 에듀타운 A동 ***호",63644.0,2018-08-31 23:59:59
마임서귀포중부지사,방문판매업,20111006,,폐업,20130801.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 동문로 * (서귀동),697843.0,2018-08-31 23:59:59
모닝글로리서귀포점,방문판매업,20111128,,폐업,20150121.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 중앙로 ** (서귀동),697843.0,2018-08-31 23:59:59
에벤에셀 국제결혼,방문판매업,20120704,,폐업,20130405.0,,,,,,제주특별자치도 서귀포시 천제연로 *** (중문동),697857.0,2018-08-31 23:59:59
포근한세상,방문판매업,20120710,,폐업,20121217.0,,,,,,제주특별자치도 서귀포시 표선면 표선관정로 ***,699914.0,2018-08-31 23:59:59
서귀포지사 예은화장품,방문판매업,20120719,,폐업,20130705.0,,,,,,"제주특별자치도 서귀포시 일주동로 ****, *층 (서홍동)",697080.0,2018-08-31 23:59:59
누리,방문판매업,20120914,,폐업,20160120.0,,,,,,제주특별자치도 서귀포시 표선면 표선동서로 ***,699915.0,2018-08-31 23:59:59
삼풍메디컬,방문판매업,20150129,,폐업,20150330.0,,,,,,제주특별자치도 서귀포시 천제연로***번길 ** (중문동),697857.0,2018-08-31 23:59:59
훼밀리국제결혼,방문판매업,20130325,,폐업,20160401.0,,,,,,제주특별자치도 서귀포시 태평로 *** (동홍동),697835.0,2018-08-31 23:59:59
웰빙플러스,방문판매업,20130617,,폐업,20141107.0,,,,,,제주특별자치도 서귀포시 중앙로**번길 ** (서귀동),697843.0,2018-08-31 23:59:59
아이비텔레콤,방문판매업,20150518,,폐업,20160411.0,,,,,제주특별자치도 서귀포시 하효동,제주특별자치도 서귀포시 하효중앙로 ** (하효동),697030.0,2018-08-31 23:59:59
땅기기 화상영어 원격학원,방문판매업,20150604,,폐업,20190430.0,,,,,제주특별자치도 서귀포시 대정읍 일과리,제주특별자치도 서귀포시 대정읍 노을해안로 **,699932.0,2019-05-02 02:40:00
로하스,방문판매업,20150715,,폐업,20151215.0,,,,,제주특별자치도 서귀포시 대정읍 하모리 ****번지 **호,"제주특별자치도 서귀포시 대정읍 동일하모로 ***, *층 (영성가든)",63508.0,2018-08-31 23:59:59
엘레자 코리아,방문판매업,20160601,,폐업,20161201.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호 선경오피스텔,"제주특별자치도 서귀포시 중정로 ***, *층 ***호 (서귀동, 선경오피스텔)",63590.0,2018-08-31 23:59:59
샤이나(shaina),방문판매업,20071030,,폐업,20080529.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호,제주특별자치도 서귀포시 동홍서로 **-** (동홍동),,2018-08-31 23:59:59
서귀포농업협동조합,방문판매업,20171122,,폐업,20221026.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호 서귀포농협,제주특별자치도 서귀포시 중앙로 ** (서귀동),63592.0,2022-10-28 02:40:00
성산통신,방문판매업,20180529,,폐업,20180705.0,,,,,제주특별자치도 서귀포시 성산읍 고성리 ****번지 *호,제주특별자치도 서귀포시 성산읍 고성동서로**번길 **,63640.0,2018-08-31 23:59:59
성산통신,방문판매업,20180605,,폐업,20190114.0,,,,,제주특별자치도 서귀포시 성산읍 고성리 ****번지,제주특별자치도 서귀포시 성산읍 산성효자로***번길 *,63640.0,2019-01-17 02:40:00
가온모바일,방문판매업,20160108,,폐업,20250115.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 중앙로**번길 * (서귀동),63591.0,2025-01-19 02:40:00
애선양행,방문판매업,20170210,,폐업,20191114.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호 ***호,"제주특별자치도 서귀포시 중앙로**번길 *-**, *층 (서귀동, 꽃나래 의상실)",63591.0,2019-11-16 02:40:00
다온,방문판매업,20170511,,폐업,20180615.0,,,,,제주특별자치도 서귀포시 성산읍 고성리 ***번지 *호,제주특별자치도 서귀포시 성산읍 고성오조로 **,63640.0,2018-08-31 23:59:59
매일유업 서귀포DS 가정대리점,방문판매업,20170717,,폐업,20190801.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 황금오리,"제주특별자치도 서귀포시 태평로***번길 **-*, 황금오리 (동홍동)",63589.0,2019-08-03 02:40:00
와이제이 로하스,방문판매업,20170717,,폐업,20171121.0,,,,,,"제주특별자치도 서귀포시 중정로**번길 **, *층 (서귀동)",63591.0,2018-08-31 23:59:59
알즈너한라대리점,방문판매업,20130321,,폐업,20140128.0,,,,,,"제주특별자치도 서귀포시 중앙로 ***-*, ***동 ***호 (동홍동,동홍*주공아파트)",697706.0,2018-08-31 23:59:59
여성D.C아울렛&BEM코리아,방문판매업,20171221,,폐업,20211102.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호 고려주단,"제주특별자치도 서귀포시 중앙로**번길 **, 고려주단 *층 (서귀동)",63591.0,2021-11-04 02:40:00
건국우유 서귀포대리점,방문판매업,20180125,,폐업,20190311.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호,제주특별자치도 서귀포시 동홍서로 ** (동홍동),63589.0,2019-03-13 02:40:00
아이쿡 홀쇼핑,방문판매업,20190325,,폐업,20210524.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호,"제주특별자치도 서귀포시 중앙로 **, *층 (서귀동)",63592.0,2021-05-26 02:40:00
매일유업서귀포DS가정대리점,방문판매업,20190821,,폐업,20200410.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 황금오리,"제주특별자치도 서귀포시 태평로***번길 **-*, 황금오리 (동홍동)",63589.0,2020-04-12 02:40:00
인셀덤 제주,방문판매업,20191029,,폐업,20200320.0,,,,,제주특별자치도 서귀포시 대정읍 하모리 ***번지 *호 수아알뜰사랑,"제주특별자치도 서귀포시 대정읍 하모중앙로 **-*, 수아알뜰사랑",63508.0,2020-03-22 02:40:00
서준정보통신,방문판매업,20191015,,폐업,20200228.0,,,,,제주특별자치도 서귀포시 하효동 ***번지 탐라수퍼,"제주특별자치도 서귀포시 칠십리로 ***, 탐라수퍼 *층 (하효동)",63601.0,2020-03-01 02:40:00
매일유업 서귀포DS 가정대리점,방문판매업,20191024,,폐업,20201008.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 황금오리,"제주특별자치도 서귀포시 태평로***번길 **-*, 황금오리 (동홍동)",63589.0,2020-10-10 02:40:00
와이제이,방문판매업,20180307,,폐업,20200629.0,,,,,제주특별자치도 서귀포시 표선면 표선리 ***번지,"제주특별자치도 서귀포시 표선면 표선동서로 ***, *층 ***호",63629.0,2020-07-01 02:40:00
종근당건강헬스벨스토리서귀포중앙점,방문판매업,20220225,,폐업,20250314.0,,,,,제주특별자치도 서귀포시 동홍동 ****-*,제주특별자치도 서귀포시 중앙로 ***-*(동홍동),63585.0,2025-03-19 02:40:00
인셀덤 한라,방문판매업,20200228,,폐업,20221230.0,,,,,제주특별자치도 서귀포시 동홍동 ***번지 **호,제주특별자치도 서귀포시 중산간동로 **** (동홍동),63579.0,2023-01-01 02:40:00
와따봉386포차,방문판매업,20200228,,폐업,20200616.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호,제주특별자치도 서귀포시 동문동로**번길 ** (서귀동),63591.0,2020-06-18 02:40:00
미앤미인셀덤,방문판매업,20200309,,폐업,20200417.0,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호,제주특별자치도 서귀포시 천지연로**번길 *-* (서귀동),63596.0,2020-04-19 02:40:00
미셀,방문판매업,20200302,,폐업,20200708.0,,,,,제주특별자치도 서귀포시 서호동 ****번지 서귀포혁신 사랑으로 부영아파트,"제주특별자치도 서귀포시 서호남로 **, ***동 ***호 (서호동, 서귀포혁신 사랑으로 부영아파트)",63568.0,2020-07-10 02:40:00
브니엘인셀덤,방문판매업,20200305,,폐업,20200918.0,,,,,,"제주특별자치도 서귀포시 대청로 **, ***동 ***호 (강정동, 서귀포강정골드클래스)",63559.0,2020-09-23 02:40:00
이든네이처서귀포남원지사,방문판매업,20180821,,폐업,20250225.0,,,,,제주특별자치도 서귀포시 남원읍 하례리 **번지 *호,제주특별자치도 서귀포시 남원읍 하례망장포로 **,63613.0,2025-02-28 02:40:00
서귀포녹즙,방문판매업,20200330,,폐업,20230314.0,,,,,제주특별자치도 서귀포시 동홍동 ****번지 *호,제주특별자치도 서귀포시 중산간동로****번길 * (동홍동),63586.0,2023-03-16 02:40:00
주식회사 퍼렉트,방문판매업,20200604,,폐업,20210706.0,,,,,제주특별자치도 서귀포시 중문동 ****번지 *호,"제주특별자치도 서귀포시 중문상로 **-*, 중문스마트빌 *층 ***호 (중문동)",63545.0,2021-07-08 02:40:00
로하스애버,방문판매업,20230316,,폐업,20230817.0,,,,,제주특별자치도 서귀포시 서귀동 ***-** 남주 오피스텔,"제주특별자치도 서귀포시 중정로**번길 **, 남주 오피스텔 *층 (서귀동)",63591.0,2023-08-20 02:40:00
종근당건강 헬스벨스토리 서귀포중앙점,방문판매업,20210720,,폐업,20220225.0,,,,,제주특별자치도 서귀포시 서귀동 ***-**,"제주특별자치도 서귀포시 동홍로 **, *층 (서귀동)",63590.0,2022-02-27 02:40:00
매일유업서귀포DS대리점,방문판매업,20201008,,폐업,20220720.0,,,,,제주특별자치도 서귀포시 동홍동 ***-* 황금오리,"제주특별자치도 서귀포시 태평로***번길 **-*, 황금오리 *층 (동홍동)",63589.0,2022-07-22 02:40:00
청솔상사,방문판매업,20220621,,폐업,20230317.0,,,,,제주특별자치도 서귀포시 서귀동 ***-** 남주 오피스텔,"제주특별자치도 서귀포시 중정로**번길 **, 남주 오피스텔 *층 (서귀동)",63591.0,2023-03-19 02:40:00
튼튼영어,방문판매업,20030211,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 동홍동 **번지 **호,제주특별자치도 서귀포시 동홍북로 ** (동홍동),697834.0,2019-04-19 02:40:00
오휘화장품,방문판매업,20040914,,취소/말소/만료/정지/중지,,,,,,서귀포시 서귀동 ***-*,,,2018-08-31 23:59:59
인준상사,방문판매업,20080422,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호 해인빌딩 *층,"제주특별자치도 서귀포시 서문로 * (서귀동,해인빌딩 *층)",,2018-08-31 23:59:59
하치노코리아,방문판매업,20080609,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 *층,"제주특별자치도 서귀포시 태평로 *** (동홍동,*층)",,2018-08-31 23:59:59
컴퓨터와인터넷정보센터,방문판매업,20080829,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 **호,제주특별자치도 서귀포시 일주동로 **** (동홍동),,2018-08-31 23:59:59
신세기유통,방문판매업,20091224,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 표선면 표선리 ***번지,제주특별자치도 서귀포시 표선면 표선중앙로 **,,2018-08-31 23:59:59
세아건강샵,방문판매업,20120817,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 서귀동 ***번지 **호,제주특별자치도 서귀포시 중앙로**번길 ** (서귀동),697843.0,2018-08-31 23:59:59
여성 D.C 아울렛,방문판매업,20150204,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 표선면 표선리 ***번지 *호,제주특별자치도 서귀포시 표선면 표선동서로 *** (우리한의원),63629.0,2018-08-31 23:59:59
코리아오피스(Korea Office),방문판매업,20121214,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 서귀포시 동문로 * (서귀동),697843.0,2018-08-31 23:59:59
모닝글로리 서귀포점,방문판매업,20150309,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 서귀동 ***번지 *호 명보주택,"제주특별자치도 서귀포시 서문서로 ** (서귀동, 명보주택)",63593.0,2022-04-08 02:40:00
르노삼성자동차 서귀포대리점,방문판매업,20151030,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 동홍동 ***번지 *호 르노삼성자동차,"제주특별자치도 서귀포시 일주동로 ****, 르노삼성자동차 (동홍동)",63589.0,2019-07-20 02:40:00
C.S딜로스,방문판매업,20070312,,취소/말소/만료/정지/중지,,,,,,서귀포시 서귀동 ***-**(*층),,,2018-08-31 23:59:59
원(one)텔레콤,방문판매업,20161020,,취소/말소/만료/정지/중지,,,,,,,제주특별자치도 서귀포시 ***로 *** (토평동),63580.0,2018-08-31 23:59:59
세요카페,방문판매업,20180525,,취소/말소/만료/정지/중지,,,,,,제주특별자치도 서귀포시 성산읍 고성리 ****번지 **호 동명아파트,"제주특별자치도 서귀포시 성산읍 고성동서로**번길 **, 가동 ***호 (동명아파트)",63640.0,2021-09-03 02:40:00
태양메디컬,방문판매업,20191017,,취소/말소/만료/정지/중지,,20200806.0,20201230.0,,,제주특별자치도 서귀포시 서귀동 ***번지 **호 남주 오피스텔,"제주특별자치도 서귀포시 중정로**번길 **, 남주 오피스텔 ***호 (서귀동)",63591.0,2021-04-22 02:40:00
